                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    8200                                     1695                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.2204087906287172E+010                  4.7609091837526034E+002                  3.2499169899682179E+003                  2.0140955031455005E+003                  1.4156264032953769E+002                  2.0223069159317831E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8012365123248801E-001                  5.5206099347308910E-005                  9.7967932012433777E-003                  3.8621031703404514E-003                  2.0850244672802904E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  3.7967601721804367E-001                  7.3867637335676202E-004                  5.9973625237069139E-001                  1.7277830302109313E-003                  6.0807348228167687E-003                  5.8782899104879629E-003                  2.0850244451220907E-003                  4.3994919235399388E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6856990330403589E+007                  8.2594702687231447E+001                  4.9650078580596428E+006                  1.9921414613219736E+003                  1.9921299857268971E+003                  1.1406595586213666E-002                  1.3609806942897012E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.8513172451144806E+017                               "r24.08.1"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20240903"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.0000000000000000E+000                  2.1509486542046337E+000                  3.5118722683655590E+000                 -8.4429117467726353E+000                  2.8704922602247391E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  5.2889104870353168E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  9.9999999999899991E-001                  2.1509486541846869E+000                  3.5118722686513495E+000                 -8.4429117447868887E+000                  2.8704922625106275E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  5.2889105112194674E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  9.9999999999650002E-001                  2.1509486541348180E+000                  3.5118722693913429E+000                 -8.4429117396452256E+000                  2.8704922684294436E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  5.2889105738391461E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  9.9999999998993749E-001                  2.1509486540039160E+000                  3.5118722723002795E+000                 -8.4429117182593600E+000                  2.8704922916965296E+000                  6.9999999720602213E-001                  2.8000000279397813E-001                  1.9999999999999796E-002                  5.2889107920742731E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  9.9999999996087496E-001                  2.1509486534242028E+000                  3.5118722784052201E+000                 -8.4429116669809030E+000                  2.8704923405267904E+000                  6.9999997611732134E-001                  2.8000002388267886E-001                  1.9999999999999796E-002                  5.2889110979105462E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  9.9999999991517197E-001                  2.1509486525125570E+000                  3.5118722858689413E+000                 -8.4429116042893835E+000                  2.8704924002252170E+000                  6.9999995033489704E-001                  2.8000004966510317E-001                  1.9999999999999796E-002                  5.2889114718168586E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  9.9999999986946875E-001                  2.1509486516009111E+000                  3.5118722951826418E+000                 -8.4429109319546658E+000                  2.8704924747206788E+000                  6.9999850402134134E-001                  2.8000149597865870E-001                  2.0000000000000018E-002                  5.2888978044188140E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  9.9999999980110932E-001                  2.1509486502373427E+000                  3.5118723063463113E+000                 -8.4429103297825829E+000                  2.8704925640131718E+000                  6.9999725531310497E-001                  2.8000274468689507E-001                  2.0000000000000018E-002                  5.2888862685829641E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  9.9999999973274989E-001                  2.1509486488737743E+000                  3.5118723221346628E+000                 -8.4428852015193616E+000                  2.8704926902982351E+000                  6.9993770528798560E-001                  2.8006229470726540E-001                  2.0000000004748997E-002                  5.2882924188745565E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
