                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    2200                                     1573                  1.5000000000000000E+001                  2.0000000000000000E-002                  1.2276700745149963E+007                  1.9730244353506510E+001                  9.6128870789670673E+003                  3.7858865789738542E+004                  7.0150258993048581E+001                  3.8811431689115666E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.0439630649397125E-012                  3.4679386573412602E-001                  0.0000000000000000E+000                  5.0369577098565199E-001                  1.4078911036820541E-001                  3.0398295194741665E+000                 -3.4633207382730017E-006                  7.5114209288612999E-003                  1.2106132483353110E-009                  1.5041328109088563E+000                  6.2286919900621129E-001                  1.7697067031678594E-002                  7.7369923392520656E-001                  9.9097179076096054E-002                  3.0131911223877901E+000                  1.4490162870553036E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3726894995433548E+006                  8.1937458064604172E+001                  8.0293729251078016E+005                  9.1827415894395512E+004                  1.2013532787611627E-009                  1.5468528787665529E+004                  5.0203583523870599E+004                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.8742321143514444E+014                               "r24.08.1"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20240917"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  3.0398295194741665E+000                  1.8460292787719939E+000                  3.9828541812681859E+000                 -1.0816742799054159E+001                  1.5128045572591797E+000                  3.8386523734422989E-001                  5.9652063798583521E-001                  1.9614124669934840E-002                  6.7243324909423140E-031                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  3.0398295194717360E+000                  1.8460291845457089E+000                  3.9828551467958300E+000                 -1.0816736127866481E+001                  1.5128097277693509E+000                  3.8386523734422984E-001                  5.9652063798583521E-001                  1.9614124669934951E-002                  6.7244357844067050E-031                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  3.0398295194672746E+000                  1.8460290115947549E+000                  3.9828563968217203E+000                 -1.0816727491181494E+001                  1.5128164217409787E+000                  3.8386523734422989E-001                  5.9652063798583521E-001                  1.9614124669934840E-002                  6.7245695130437650E-031                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  3.0398295194628133E+000                  1.8460288386470318E+000                  3.9828582718524830E+000                 -1.0816714536674533E+001                  1.5128264625209655E+000                  3.8386523734422989E-001                  5.9652063798583521E-001                  1.9614124669934840E-002                  6.7247701029259369E-031                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  3.0398295194538907E+000                  1.8460284927612862E+000                  3.9828609281284413E+000                 -1.0816696185479051E+001                  1.5128406866072239E+000                  3.8386523734422989E-001                  5.9652063798583521E-001                  1.9614124669934840E-002                  6.7250542663315366E-031                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  3.0398295194438529E+000                  1.8460281036552770E+000                  3.9828654398468468E+000                 -1.0816665018312301E+001                  1.5128648456550577E+000                  3.8386523734422989E-001                  5.9652063798583521E-001                  1.9614124669934840E-002                  6.7255369091755349E-031                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  3.0398295194216858E+000                  1.8460272444374646E+000                  3.9828762062201717E+000                 -1.0816590656697043E+001                  1.5129224929548499E+000                  3.8386523734422989E-001                  5.9652063798583521E-001                  1.9614124669934840E-002                  6.7266885846721947E-031                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  3.0398295193670002E+000                  1.8460251251044368E+000                  3.9828955702027660E+000                 -1.0816456957131081E+001                  1.5130261624309913E+000                  3.8386523734422989E-001                  5.9652063798583521E-001                  1.9614124669934840E-002                  6.7287597527396260E-031                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  3.0398295192834559E+000                  1.8460218882838224E+000                  3.9829252146515008E+000                 -1.0816252387235680E+001                  1.5131848386085847E+000                  3.8386523734422995E-001                  5.9652063798583521E-001                  1.9614124669934840E-002                  6.7319300224057605E-031                  0.0000000000000000E+000                  0.0000000000000000E+000 
