                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    9250                                     1757                  1.6000000000000001E+000                  2.0000000000000000E-002                  2.2616136515660043E+009                  3.7674214316439918E+002                  3.4031965095718883E+003                  2.4206325621311416E+003                  1.4152838214434092E+002                  2.0240764647991437E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8046376552931847E-001                  9.8668747368266135E-005                  1.2129473875444077E-002                  1.1458453411055669E-003                  2.0850246772454923E-003                  1.6000000000000001E+000                  0.0000000000000000E+000                  7.8517669139445545E-001                  5.3488077327116753E-004                  7.8233652879822047E-001                  2.8327230305825995E-003                  8.2565143692142681E-003                  1.1003067363463619E-002                  3.3360393438527820E-003                  4.5737491268726954E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3321783710439838E+007                  1.7597398151394805E+002                  6.6098425057595233E+006                  2.3934917593281721E+003                  2.3932286819524347E+003                  2.6262967743244947E-001                  1.6370132893703783E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  7.1371098970659336E+016                               "r24.08.1"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20240903"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.6000000000000001E+000                  2.1508435421404388E+000                  3.5318870273208578E+000                 -8.4182001016075745E+000                  2.9164464022842762E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  5.5985984043400985E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.5999999999984000E+000                  2.1508435421102670E+000                  3.5318870280973127E+000                 -8.4182000961609535E+000                  2.9164464084946409E+000                  6.9999999992681050E-001                  2.8000000007318948E-001                  2.0000000000000018E-002                  5.5985984733872773E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.5999999999934003E+000                  2.1508435420159775E+000                  3.5318870305678525E+000                 -8.4182000788041496E+000                  2.9164464282549050E+000                  6.9999999963069870E-001                  2.8000000036930134E-001                  2.0000000000000018E-002                  5.5985986924148782E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.5999999999774002E+000                  2.1508435417142588E+000                  3.5318870356118706E+000                 -8.4182000436193523E+000                  2.9164464685987670E+000                  6.9999999962441584E-001                  2.8000000037558465E-001                  1.9999999999999574E-002                  5.5985991459174814E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.5999999999505250E+000                  2.1508435412074651E+000                  3.5318870419352759E+000                 -8.4181999995134014E+000                  2.9164465191756168E+000                  6.9999999962428971E-001                  2.8000000037571071E-001                  1.9999999999999574E-002                  5.5985997145303141E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.5999999999236501E+000                  2.1508435407006705E+000                  3.5318870507747175E+000                 -8.4181999378579881E+000                  2.9164465898766045E+000                  6.9999999962400017E-001                  2.8000000037599998E-001                  1.9999999999999796E-002                  5.5986005093886456E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.5999999998753884E+000                  2.1508435397905750E+000                  3.5318870621301985E+000                 -8.4181998586533169E+000                  2.9164466807017160E+000                  6.9999999962400028E-001                  2.8000000037600004E-001                  1.9999999999999685E-002                  5.5986015304972327E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.5999999998271268E+000                  2.1508435388804816E+000                  3.5318870808637572E+000                 -8.4181997279864884E+000                  2.9164468305392210E+000                  6.9999999962400017E-001                  2.8000000037600004E-001                  1.9999999999999796E-002                  5.5986032150576061E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.5999999997161503E+000                  2.1508435367877428E+000                  3.5318871203896829E+000                 -8.4181994522929493E+000                  2.9164471466809418E+000                  6.9999999962396720E-001                  2.8000000037603290E-001                  1.9999999999999907E-002                  5.5986067693074913E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  1.5999999994911502E+000                  2.1508435325448159E+000                  3.5318872064175864E+000                 -8.4181985268946118E+000                  2.9164478347598140E+000                  6.9999922720271379E-001                  2.8000077279727553E-001                  2.0000000000010676E-002                  5.5986063438045686E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
