                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    1400                                     1216                  6.0000000000000000E+001                  2.0000000000000000E-002                  3.7321400568304872E+006                  1.3050390954265823E-001                  3.0171014968676252E+004                  1.1454492927481362E+006                  3.9170692943834432E+001                 -6.2076220496367842E+000                  2.4933539487981737E-032                  2.1039647325830524E-036                  9.8063703945417569E-001                  3.5527029612036947E-004                  1.2683382937199828E-002                  1.6206105916200951E-004                  2.0850244240856416E-003                  4.5647509179444263E+001                 -1.0733640529461244E-004                  4.7233597721429641E+000                  8.7090876079454921E-007                  4.0038230492824056E+001                  1.3324924549807798E-002                  5.7138362113661267E-001                  1.9918305472563690E-002                  9.5176171531890730E-002                  2.6440744255018043E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6315363510930247E+005                  1.0936489859911674E+003                  3.9851182822705130E+005                  1.1513413921841662E+006                  1.1513413919816043E+006                  3.5851672789087252E-005                  7.8365999307321967E+004                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.1777738305743378E+014                               "r24.08.1"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20240919"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                  eps_nuc                                       pp                                      cno                                tri_alpha 
                                       1                  4.5647509179444263E+001                  1.5929612544434915E+000                  4.4796041173541878E+000                 -1.0198268000600329E+001                  3.3538418479568120E+000                  3.4708617695267874E-001                  6.3337404773788419E-001                  1.9539775309437069E-002                  2.2837262244766155E-030                  2.2837262244766155E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  4.5647509179407749E+001                  1.5929592969127415E+000                  4.4796401802880546E+000                 -1.0198033574815344E+001                  3.3539968487425211E+000                  3.4708617695267874E-001                  6.3337404773788419E-001                  1.9539775309437069E-002                  2.2849592875833916E-030                  2.2849592875833916E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  4.5647509179351495E+001                  1.5929562832200588E+000                  4.4797132842711695E+000                 -1.0197559957065584E+001                  3.3543109504056643E+000                  3.4708617695267879E-001                  6.3337404773788419E-001                  1.9539775309437069E-002                  2.2874525152452121E-030                  2.2874525152452121E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  4.5647509179219668E+001                  1.5929492273311396E+000                  4.4798526075734584E+000                 -1.0196662926027200E+001                  3.3549092085843069E+000                  3.4708617695267868E-001                  6.3337404773788419E-001                  1.9539775309437069E-002                  2.2921821415101867E-030                  2.2921821415101867E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  4.5647509178992905E+001                  1.5929371154415661E+000                  4.4801143401281109E+000                 -1.0194997962383816E+001                  3.3560317743518358E+000                  3.4708617695267874E-001                  6.3337404773788419E-001                  1.9539775309437069E-002                  2.3009866538726855E-030                  2.3009866538726855E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  4.5647509178545540E+001                  1.5929133087583620E+000                  4.4806895287333637E+000                 -1.0191431282408589E+001                  3.3584926627127851E+000                  3.4708617695267874E-001                  6.3337404773788419E-001                  1.9539775309437069E-002                  2.3199616414340305E-030                  2.3199616414340305E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  4.5647509177509306E+001                  1.5928586013672466E+000                  4.4818115123102817E+000                 -1.0184812663204427E+001                  3.3632704403257301E+000                  3.4708617695267874E-001                  6.3337404773788419E-001                  1.9539775309437069E-002                  2.3555887384418109E-030                  2.3555887384418109E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  4.5647509175642497E+001                  1.5927614842407596E+000                  4.4835139565262034E+000                 -1.0175548646007851E+001                  3.3704673530808575E+000                  3.4708617695267874E-001                  6.3337404773788419E-001                  1.9539775309437069E-002                  2.4063763543046096E-030                  2.4063763543046096E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  4.5647509173079591E+001                  1.5926308652235901E+000                  4.4856168979624886E+000                 -1.0165276921605690E+001                  3.3792761336299502E+000                  3.4708617695267874E-001                  6.3337404773788419E-001                  1.9539775309437069E-002                  2.4639696186448055E-030                  2.4639696186448055E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  4.5647509170126462E+001                  1.5924837346034544E+000                  4.4880689724538927E+000                 -1.0154793093458515E+001                  3.3894408235087368E+000                  3.4708617695267874E-001                  6.3337404773788419E-001                  1.9539775309437069E-002                  2.5241737838828778E-030                  2.5241737838828774E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  4.5647509166582694E+001                  1.5923111985036917E+000                  4.4920254193623448E+000                 -1.0141117973271427E+001                  3.4056024765506350E+000                  3.4708617695267863E-001                  6.3337404773788430E-001                  1.9539775309437069E-002                  2.6049204870761407E-030                  2.6049204870761411E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  4.5647509159495158E+001                  1.5919762361277214E+000                  4.4964159032531379E+000                 -1.0128582095220402E+001                  3.4233381827448688E+000                  3.4708617695267863E-001                  6.3337404773788430E-001                  1.9539775309437069E-002                  2.6812076008832337E-030                  2.6812076008832341E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      13                  4.5647509154488894E+001                  1.5917459182853848E+000                  4.4991980199258066E+000                 -1.0122227662213728E+001                  3.4344539307883837E+000                  3.4708617695267863E-001                  6.3337404773788430E-001                  1.9539775309437069E-002                  2.7207267229988841E-030                  2.7207267229988841E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      14                  4.5647509151676374E+001                  1.5916182479021352E+000                  4.5016669862583472E+000                 -1.0117798661467654E+001                  3.4442241498457067E+000                  3.4708617695267863E-001                  6.3337404773788430E-001                  1.9539775309437069E-002                  2.7486152785962515E-030                  2.7486152785962515E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      15                  4.5647509147457619E+001                  1.5914284774621072E+000                  4.5050610453099598E+000                 -1.0112835109118704E+001                  3.4575663450656893E+000                  3.4708617695267863E-001                  6.3337404773788430E-001                  1.9539775309437069E-002                  2.7802096476111373E-030                  2.7802096476111373E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      16                  4.5647509141832586E+001                  1.5911779448997310E+000                  4.5083758297126169E+000                 -1.0108686876856970E+001                  3.4705402967815151E+000                  3.4708617695267863E-001                  6.3337404773788430E-001                  1.9539775309437069E-002                  2.8068926918161059E-030                  2.8068926918161059E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      17                  4.5647509137613817E+001                  1.5909915506003585E+000                  4.5120131209710044E+000                 -1.0105773356887902E+001                  3.4846491439441256E+000                  3.4708617695267863E-001                  6.3337404773788430E-001                  1.9539775309437069E-002                  2.8257865386249085E-030                  2.8257865386249089E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
